Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Attendance,Audience
Urban Park Rangers,General Public,07/13/2020 12:36:00 PM,Queens,Park,Queensbridge Park,Park Pals,Community Based Event,Nature,Summer 2020,14,General Public
Recreation,,01/28/2020 02:30:00 PM,Manhattan,Recreation Center,Recreation Center 54,Chinese New Year,Agency Produced Event,Arts/Culture,AC&F,42,Tot;#Young Adult;#Children;#Adults;#Teens;#General Public;#Seniors;#Adaptive
Urban Park Rangers,General Public,07/13/2020 10:30:00 AM,Manhattan,Park,Tompkins Square Park,Hawk Talk,Community Based Event,Nature,Summer 2020,18,General Public
Urban Park Rangers,General Public,07/14/2020 02:30:00 PM,Brooklyn,Park,Calvert Vaux Park,Park Shoreline Exploration,Community Based Event,Nature,Summer 2020,4,General Public
Urban Park Rangers,General Public,07/13/2020 12:30:00 PM,Brooklyn,Park,Canarsie Park,Canarsie Park's Artificial Tide Pool,Community Based Event,Nature,Summer 2020,12,General Public
Urban Park Rangers,General Public,07/12/2020 01:00:00 PM,Brooklyn,Park,Marine Park,Wildflowers vs Mugwort,Community Based Event,Nature,Summer 2020,6,General Public
Urban Park Rangers,General Public,07/14/2020 11:15:00 AM,Queens,Park,Baisley Pond Park,Birds of a Feather,Community Based Event,Nature,Summer 2020,8,General Public
Urban Park Rangers,General Public,07/14/2020 03:53:00 PM,Queens,Playground,Hoover - Manton Playgrounds,Bird Buddies + Squirrel Squad,Community Based Event,Nature,Summer 2020,16,General Public
Urban Park Rangers,General Public,07/13/2020 04:35:00 PM,Queens,Park,Hoffman Park,"Sparrows, Squirrels, and Pigeons",Community Based Event,Nature,Summer 2020,7,General Public
Urban Park Rangers,General Public,07/14/2020 03:30:00 PM,Brooklyn,Park,Coney Island Creek Park,Dune Ecology,Community Based Event,Nature,Summer 2020,5,General Public
Recreation,Council Member Gibson,07/13/2018 08:30:00 PM,Bronx,Park,Macombs Dam Park,Movies Under The Stars: Wonder Woman,Community Based Event,Mobile Unit,Movies,137,General Public
Urban Park Rangers,General Public,07/15/2020 11:15:00 AM,Staten Island,Park,Silver Lake Park,Nature Bingo!,Community Based Event,Nature,Summer 2020,20,General Public
Urban Park Rangers,General Public,07/14/2020 02:00:00 PM,Staten Island,Park,Von Briesen Park,Know your park!,Community Based Event,Nature,Summer 2020,5,General Public
Urban Park Rangers,General Public,07/15/2020 10:00:00 AM,Brooklyn,Park,Highland Park,Rose Garden Intro.,Community Based Event,Nature,Summer 2020,5,General Public
Recreation,PS 107,09/01/2021 10:00:00 AM,Bronx,Park,Soundview Park,Monologues for Kids,Agency Produced Event,Arts/Culture,Play,0,Children
Urban Park Rangers,General Public,07/15/2020 10:00:00 AM,Queens,Park,Captain Tilly Park,Tilly Wildlife,Community Based Event,Nature,Summer 2020,11,General Public
Recreation,Mauricio Cortez,07/13/2020 09:00:00 AM,Brooklyn,Playground,Maria Hernandez,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,10,Children
Recreation,Mauricio Cortez,07/13/2020 12:00:00 PM,Brooklyn,Park,Herbert Von King Park,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,15,Tot;#Children
Recreation,Carol Landes,07/13/2020 08:00:00 AM,Staten Island,Playground,Jennifer's Playground,Stronger Than Ever,Open House,Fitness,Summer 2020,10,Seniors
Recreation,,07/11/2018 08:30:00 PM,Bronx,Playground,Cedar Playground,Movies Under The Stars: Daddy's Home 2,Community Based Event,Mobile Unit,Movies,31,General Public
Urban Park Rangers,General Public,07/15/2020 02:15:00 PM,Queens,Park,Captain Tilly Park,Ranger Says! Nature ASL edition,Community Based Event,Nature,Summer 2020,12,General Public
Recreation,,07/14/2020 08:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Spin for Life,Community Based Event,Fitness,Summer 2020,20,General Public
Recreation,,07/15/2020 01:00:00 PM,Bronx,Recreation Center,St. James Recreation Center,Family Soccer,Community Based Event,Sport,Summer 2020,20,General Public
Recreation,Mauricio Cortez,07/14/2020 12:00:00 PM,Brooklyn,Playground,Star Spangled Playground,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,12,Children
Recreation,Carol Landes,07/14/2020 08:00:00 AM,Staten Island,Park,Freshkills Park,Stronger Than Ever - Freshkills Walk,Open House,Fitness,Summer 2020,2,Seniors
Recreation,Mauricio Cortez,07/15/2020 09:00:00 AM,Brooklyn,Playground,Maria Hernandez,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,12,Children;#Tot
Urban Park Rangers,General Public,07/15/2020 02:40:00 PM,Queens,Park,Captain Tilly Park,"Great Egrets, No Regrets",Community Based Event,Nature,Summer 2020,2,General Public
Recreation,Mauricio Cortez,07/15/2020 12:00:00 PM,Brooklyn,Playground,Potomac Playground,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,10,Tot;#Children
Urban Park Rangers,General Public,07/13/2020 01:20:00 PM,Queens,Park,Queensbridge Park,Park Pals Part 2,Community Based Event,Nature,Summer 2020,21,General Public
Urban Park Rangers,General Public,07/15/2020 02:00:00 PM,Brooklyn,Park,Thomas Boyland Park,Rangers in the Park!,Community Based Event,Nature,Summer 2020,9,General Public
Recreation,,07/12/2018 08:00:00 PM,Brooklyn,Playground,Brevoort Playground,Movies Under the Stars: The Lion King,Community Based Event,Mobile Unit,Movies,110,General Public
Recreation,Deborah Edwards,07/31/2020 11:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Fastest Kid In Parks Track & Field Event,Local Event,Sport,Tier 2,40,Children;#General Public
Recreation,General Public,07/15/2020 10:30:00 AM,Bronx,Playground,Castle Hill Playground,Soccer Skills & Drills,Tournament/Competition,Sport,Summer 2020,0,Teens;#Children
Recreation,Jonathan Adone,07/13/2020 10:00:00 AM,Brooklyn,Park,Leif Ericson Park,Pick Up Pickleball,Local Event,Sport,Summer 2020,16,Seniors
Recreation,Debra Edwards,08/18/2020 11:00:00 AM,Bronx,Park,"Huns Point, Williamsbridge Oval & St. Mary's Park",The Bronx Safari Revolution,Local Event,Family Festival,,40,Children;#General Public
Urban Park Rangers,General Public,07/15/2020 04:00:00 PM,Manhattan,Park,Marcus Garvey Park,Mount Morris Fire Watchtower from the Ground,Community Based Event,Nature,Summer 2020,5,General Public
Recreation,General Public,07/15/2020 02:30:00 PM,Bronx,Playground,Hunts Point Playground,Basketball Skills & Drills,Agency Produced Event,Sport,Summer 2020,11,Teens;#Young Adult;#Children
Recreation,Rashea Barksdale,07/13/2020 12:00:00 PM,Bronx,Playground,Hunts Point Recreation Center,Soccer,Local Event,Sport,Tier 2,10,Children
Urban Park Rangers,General Public,07/15/2020 03:15:00 PM,Staten Island,Park,Clove Lakes Park,Nature Bingo,Community Based Event,Nature,Summer 2020,15,General Public
Recreation,Jonathan Adone,07/13/2020 02:00:00 PM,Brooklyn,Park,McKinley Park,TABATA Training,Local Event,Fitness,Summer 2020,3,Adults
Recreation,Jonathan Adone,07/14/2020 10:00:00 AM,Brooklyn,Park,McKinley Park,Rhythm & Weights,Local Event,Fitness,Summer 2020,16,Children
Recreation,,07/14/2018 08:30:00 PM,Queens,Other,Beach 94th Street,"MUTS ""Big Fish""",Community Based Event,Mobile Unit,,189,General Public
Recreation,,07/14/2020 01:00:00 PM,Staten Island,Playground,De Matti Playground,Arts and Crafts,Community Based Event,Fitness,Summer 2020,3,Tot;#Children
Recreation,Jonathan Adone,07/15/2020 10:00:00 AM,Brooklyn,Park,Leif Ericson Park,Pick Up Pickleball,Local Event,Sport,Summer 2020,15,Seniors
Recreation,Jonathan Adone,07/14/2020 02:00:00 PM,Brooklyn,Park,McKinley Park,Soccer Skills & Games,Local Event,Sport,Summer 2020,4,Children
Recreation,Ocean Breeze Recreaion Staff,07/13/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Inspiration Motivation,Open House,Fitness,Summer 2020,2,General Public
Urban Park Rangers,General Public,07/15/2020 03:30:00 PM,Manhattan,Park,Marcus Garvey Park,Red Tailed Hawk Spotting Pop-Up,Community Based Event,Nature,Summer 2020,9,General Public
Recreation,Jonathan Adone,07/15/2020 02:00:00 PM,Brooklyn,Park,McKinley Park,tabata Training,Local Event,Performance,Summer 2020,5,Adults
Recreation,,07/15/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Hula Hoop Fitness,Community Based Event,Fitness,Summer 2020,5,Children;#Teens
Recreation,,07/14/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Walk-a-thon,Community Based Event,Fitness,Summer 2020,0,Children
Recreation,,07/15/2020 01:00:00 PM,Staten Island,Playground,De Matti Playground,Sports Drills,Community Based Event,Fitness,Summer 2020,6,Children;#Teens
Recreation,Ocean Breeze Recreaion Staff,07/13/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Street Hockey,Open House,Sport,Summer 2020,0,General Public
Recreation,,05/25/2018 08:10:00 PM,Staten Island,Park,Wolfe's Pond Park,Movies Under the Stars: Despicable Me 2,Community Based Event,Mobile Unit,Movies,110,General Public
Recreation,,07/13/2018 09:00:00 PM,Queens,Park,Crocheron Park,"MUTS ""Star Wars: The Last Jedi""",Community Based Event,Mobile Unit,Movies,214,General Public
Recreation,Ocean Breeze Recreaion Staff,07/13/2020 09:45:00 AM,Staten Island,Park,Ocean Breeze Park,Step & Fit,Open House,Fitness,Summer 2020,5,General Public
Recreation,Jonathan.Adone,07/16/2020 10:00:00 AM,Brooklyn,Park,McKinley Park,Rthym & Weights,Local Event,Fitness,Summer 2020,4,Adults;#Seniors
Recreation,Ocean Breeze Recreaion Staff,07/13/2020 02:00:00 PM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,0,General Public
Recreation,,07/16/2020 08:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Spin for Life,Community Based Event,Fitness,Summer 2020,30,General Public
Urban Park Rangers,,07/16/2020 12:00:00 PM,Manhattan,Park,Tompkins Square Park,Red Tail Hawk Fledgling Eats a Pigeon,Community Based Event,Nature,Summer 2020,12,General Public
Urban Park Rangers,General Public,07/16/2020 12:00:00 PM,Staten Island,Park,Clove Lakes Park,Nature Quest,Community Based Event,Nature,Summer 2020,11,General Public
Recreation,,07/16/2020 09:30:00 AM,Bronx,Recreation Center,St. James Recreation Center,Stretching & Relaxation,Open House,Fitness,Summer 2020,13,Young Adult;#Adults;#Seniors
Recreation,A Walk In The Park,07/16/2020 12:00:00 AM,Bronx,Park,St. James Park,A Walk In The Park,Community Based Event,Fitness,Fitness,1,Young Adult;#Adults;#Seniors
Recreation,Yadiel Arce,07/14/2020 10:30:00 AM,Manhattan,Playground,St. Nicholas Playground North,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,4,Tot;#Children;#Teens
Recreation,,07/16/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Fit Kids,Community Based Event,Fitness,Summer 2020,4,Children;#Teens
Recreation,,07/14/2018 10:30:00 AM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Learn To Play Basket Ball,Community Based Event,Sport,Tier 1,11,Tot;#Children;#General Public
Recreation,Mauricio Cortez,07/16/2020 09:00:00 AM,Brooklyn,Playground,Heckscher Playground,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,10,Tot;#Children
Recreation,,07/16/2020 01:00:00 PM,Staten Island,Playground,De Matti Playground,Sports Drills,Community Based Event,Fitness,Summer 2020,4,Teens;#Children
Recreation,Ricardo Sanchez,07/14/2020 10:30:00 AM,Manhattan,Park,Columbus Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,7,Tot;#Children;#Teens
Recreation,Mauricio Cortez,07/16/2020 12:00:00 PM,Brooklyn,Playground,Star Spangled Playground,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,15,Tot;#Children
Urban Park Rangers,Public,07/16/2020 02:00:00 PM,Manhattan,Park,Inwood Hill Park,Nature Hike,Agency Produced Event,Nature,Summer 2020,1,General Public
Recreation,Giovanni Feliciano,07/14/2020 10:30:00 AM,Manhattan,Park,Highbridge Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,3,Children;#Tot;#Teens
Recreation,Guy Ruffin & Daniel Colonna,07/14/2020 10:30:00 AM,Manhattan,Park,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,Sport,Summer 2020,2,Tot;#Children;#Teens
Recreation,Leo Saito,07/16/2020 10:30:00 AM,Manhattan,Park,Marcus Garvey Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,7,Tot;#Teens;#Children
Urban Park Rangers,General Public,07/16/2020 03:30:00 PM,Staten Island,Park,Silver Lake Park,Nature Quest,Community Based Event,Nature,Summer 2020,3,General Public
Urban Park Rangers,General Public,07/16/2020 02:30:00 PM,Queens,Park,Elmhurst Park,Meet Beetle Buddy and Sammy Squirrel,Community Based Event,Nature,Summer 2020,11,General Public
Recreation,,07/15/2018 08:30:00 PM,Queens,Other,Beach 94th Street,"MUTS ""Kubo and the Two Strings""",Community Based Event,Mobile Unit,,82,General Public
Urban Park Rangers,Public,07/16/2020 03:00:00 PM,Manhattan,Park,Inwood Hill Park,Nature Hike,Agency Produced Event,Nature,Summer 2020,2,General Public
Recreation,"Carlton Jean-Jacques, Troy Basso",08/29/2020 10:00:00 AM,Bronx,Park,St. Mary's Park,Sports N Fitness,Community Based Event,Sport,Tier 1,0,Teens
Urban Park Rangers,General Public,07/16/2020 02:00:00 PM,Queens,Park,Elmhurst Park,Nature Signs Ranger Says,Community Based Event,Nature,Summer 2020,7,General Public
Recreation,,08/29/2020 03:00:00 PM,Bronx,Park,St. Mary's Park,Basketball/Player Devlopment,Community Based Event,Sport,Tier 1,0,Teens
Recreation,Darryl. Algood,07/13/2020 09:00:00 AM,Brooklyn,Playground,West Playground,Summer Program Initiative,Local Event,Mobile Unit,Summer 2020,10,Children;#Tot;#Teens
Recreation,Zuleika Diaz,07/15/2020 10:30:00 AM,Manhattan,Playground,Anne Loftus Playground,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,8,Tot;#Children;#Teens
Recreation,Kiegan Albert,07/15/2020 10:30:00 AM,Manhattan,Park,Carmansville Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,8,Teens;#Tot;#Children
Recreation,Darryl.Algood,07/14/2020 01:00:00 AM,Brooklyn,Playground,100% Playground,Summer Program Initiative,Local Event,Mobile Unit,Summer 2020,13,Tot;#Children;#Teens
Recreation,,07/14/2020 11:00:00 AM,Queens,Park,Beach 17th Street,Kids in Motion,Community Based Event,KIM,Summer 2020,13,Children;#Teens
Recreation,,07/16/2020 02:30:00 PM,Bronx,Recreation Center,Hunts Point Recreation Center,Soccer Skills,Agency Produced Event,Sport,Tier 2,1,Children;#Young Adult;#Teens
Recreation,,07/05/2018 12:00:00 AM,Staten Island,Park,Seaside Wildlife Nature Park,Movies Under the Stars: Jumanji,Community Based Event,Mobile Unit,Movies,100,General Public
Recreation,,07/16/2020 10:30:00 AM,Bronx,Park,Haffen Park,Basketball Skills,Agency Produced Event,Sport,Tier 1,1,Children;#Young Adult;#Teens
,,03/18/2022 10:01:00 AM,Manhattan,,Chelsea Recreation Center,Lap Swim,,Lap Swim,--None--,4,
Urban Park Rangers,General Public,07/15/2020 10:00:00 AM,Bronx,Park,St. Mary's Park,Animal Olympics,Agency Produced Event,Nature,Summer 2020,0,General Public
Recreation,Raoufa Ali,07/15/2020 10:30:00 AM,Manhattan,Park,Hamilton Fish Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,0,Tot;#Children;#Teens
Recreation,,07/13/2020 11:00:00 AM,Queens,Playground,Bayswater Park,Kids in Motion,Community Based Event,KIM,Summer 2020,22,Children;#Teens;#General Public;#Tot
Urban Park Rangers,General Public,07/15/2020 12:00:00 PM,Bronx,Park,Barretto Point Park,Scavenger Hunt,Agency Produced Event,Nature,Summer 2020,0,General Public
Recreation,,07/15/2020 11:00:00 AM,Queens,Playground,Bayswater Park,Kids in Motion,Community Based Event,KIM,Summer 2020,26,Children;#Teens
Recreation,Darryl.Algood,07/13/2020 01:00:00 AM,Brooklyn,Playground,Century Playground,Summer Program Intiative,Local Event,Mobile Unit,Summer 2020,6,Tot;#Children;#Teens
Recreation,Yadiel Arce,07/16/2020 10:30:00 AM,Manhattan,Playground,St. Nicholas Playground North,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,10,Tot;#Children;#Teens
Recreation,Darryl Algood,07/14/2020 09:00:00 AM,Brooklyn,Playground,Fox Playground,Summer Program Initiative,Local Event,Mobile Unit,Summer 2020,4,Tot;#Children;#Teens
Recreation,Leo Saito,07/16/2020 10:30:00 AM,Manhattan,Park,Marcus Garvey Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,10,Tot;#Children;#Teens
Recreation,,07/14/2018 08:00:00 PM,Brooklyn,Park,Cooper Park,Movies Under the Stars : Star Trek,Community Based Event,Mobile Unit,Movies,225,General Public
Recreation,Guy Ruffin & Daniel Colonna,07/16/2020 10:30:00 AM,Manhattan,Park,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,Sport,Summer 2020,2,Tot;#Children;#Teens
Recreation,Ricardo Sanchez,07/16/2020 10:30:00 AM,Manhattan,Park,Columbus Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,5,Tot;#Children;#Teens
Urban Park Rangers,General Public,07/14/2020 12:00:00 PM,Bronx,Park,Vidalia Park,Nature Activity,Agency Produced Event,Nature,Summer 2020,0,General Public
Urban Park Rangers,General Public,07/14/2020 10:00:00 AM,Bronx,Park,Crotona Park,Orienteering,Agency Produced Event,Nature,Summer 2020,0,General Public
Recreation,Giovanni Feliciano,07/16/2020 10:30:00 AM,Manhattan,Park,Highbridge Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,22,Tot;#Children;#Teens
Recreation,Carmen Quarles,07/17/2020 10:00:00 AM,Bronx,Recreation Center,Williamsbridge Oval Park,Bingo,Local Event,Arts/Culture,Summer 2020,0,Seniors
Urban Park Rangers,General Public,07/13/2020 10:00:00 AM,Bronx,Park,Mullaly Park,Ranger Activity,Agency Produced Event,Nature,Summer 2020,0,General Public
Urban Park Rangers,General Public,07/13/2020 02:00:00 PM,Bronx,Playground,Cedar Playground,Ranger Activity,Agency Produced Event,Nature,Summer 2020,0,General Public
