scientific,common,year,id,geometry,park
Quercus palustris , pin oak,2016,NA,"c(1827882.82560141, 2189337.99681359)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826955.47237784, 2185951.20882192)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827934.58625014, 2189525.70053611)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827782.52811494, 2185807.27662999)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827009.84571408, 2186151.21205116)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827724.55831357, 2185593.30107521)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827734.03842363, 2185628.29372169)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827753.07971976, 2185687.55522369)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827973.22934432, 2189574.42842381)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826975.76246987, 2186025.90902367)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827738.13885334, 2185632.40622839)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827717.38424102, 2185566.82001662)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826935.00573596, 2185875.85867374)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827690.8975437, 2185469.05317765)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827764.2083419, 2185739.65561975)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827744.09503923, 2185665.41431869)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827930.11937429, 2189509.78301637)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827270.73948661, 2185488.35529403)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1827355.97791421, 2185466.95856908)",CentralPark
Styphnolobium japonicum , Japanese pagoda tree,2016,NA,"c(1827475.95333921, 2185428.27822782)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826911.16816321, 2185788.09776823)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827711.63613465, 2185534.58034488)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827726.75217845, 2185601.39902845)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827759.03590716, 2185720.5633627)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826923.33582849, 2185832.89423757)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828215.99758952, 2187391.51550831)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827900.28362816, 2189400.94571196)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827776.0105662, 2185783.21918284)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827951.20584994, 2189565.15535488)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827751.58947513, 2185693.07746944)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827974.31663691, 2189580.57249964)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827729.28232463, 2185610.73825175)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827714.98206829, 2185557.95362299)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826991.70451266, 2186084.06799404)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827887.71467013, 2189344.92077267)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827784.93020095, 2185816.14291528)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826971.66919839, 2186010.83886539)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827712.66010002, 2185549.38286759)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827692.70806978, 2185464.71302434)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827723.64647723, 2185578.91232373)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827773.60837511, 2185774.35280408)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827745.66530489, 2185660.18766725)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827707.04022531, 2185517.61575629)",CentralPark
Quercus rubra , northern red oak,2016,NA,"c(1827233.16809197, 2185499.12018993)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827925.77768831, 2189494.15942116)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827913.11507872, 2189447.586027)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827778.25248903, 2185791.49451474)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827705.50207245, 2185522.96084721)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827750.59759233, 2185678.39319532)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827978.7416487, 2189581.54983744)",CentralPark
Styphnolobium japonicum , Japanese pagoda tree,2016,NA,"c(1827221.00402369, 2185502.60542624)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827949.72181403, 2189561.66266473)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827741.53286439, 2185655.95681807)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827875.51023772, 2189310.15643043)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827699.88214642, 2185491.19397898)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1827389.944371, 2185455.88484633)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827755.56181609, 2185696.71711229)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827733.28676061, 2185614.49613108)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826987.47464693, 2186068.59120899)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827970.48776494, 2189575.62595513)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827887.36435887, 2189353.99709546)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826967.70431188, 2185996.24170123)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1827673.97792587, 2185403.80719802)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1827335.03360102, 2185472.95943582)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1827341.83029732, 2185471.01206071)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1827397.17981063, 2185453.81690871)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827008.22005182, 2185564.28736714)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827695.90987842, 2185487.55434295)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827761.51811407, 2185729.72534025)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828451.59841587, 2188249.5519127)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827878.62304978, 2189322.00339273)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827896.03675929, 2189385.28575805)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827768.83629358, 2185756.73825904)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827719.73815841, 2185575.50910012)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827731.04472905, 2185606.22075901)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826927.30066276, 2185847.49154493)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827958.73389996, 2189567.41054949)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827739.13085326, 2185647.09053623)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1827672.05301744, 2185397.06602775)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827746.54520282, 2185674.45808123)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827714.15031718, 2185543.86047785)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827908.78232932, 2189431.95117199)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826963.41826972, 2185980.46262327)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827731.63639763, 2185619.4272365)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827749.10737933, 2185683.9155805)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827917.4624328, 2189463.21958438)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827709.55443824, 2185526.89602959)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827283.57446415, 2185484.67788655)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827753.91151899, 2185701.64849351)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827892.35364717, 2189360.78624251)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1827382.88387082, 2185457.90275756)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827722.07617991, 2185584.1391024)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1827675.75165037, 2185410.01841336)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827015.90346462, 2186173.10779954)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827698.31184663, 2185496.42076042)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827019.43030981, 2186185.85588446)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827892.04202589, 2189370.50619255)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1827348.77287538, 2185469.0229435)",CentralPark
Ginkgo biloba , maidenhair tree,2016,NA,"c(1827464.98328977, 2185431.41348851)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827763.08829943, 2185724.49847496)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827740.62091545, 2185641.56824557)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827883.50154324, 2189329.2282994)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827747.95531993, 2185668.64014839)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827694.91786803, 2185472.87014304)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826931.15322904, 2185861.67511734)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827721.27643231, 2185570.1640398)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827909.60851845, 2189424.06246491)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827771.31850365, 2185765.90023403)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1826885.56493108, 2185693.8359893)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827710.2260424, 2185540.39815792)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828454.41113631, 2188260.05104156)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827709.68575358, 2188704.45816159)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827726.73072195, 2188755.64938299)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828465.24871883, 2188300.50471802)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828461.84141951, 2188287.78618492)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827729.4098263, 2188776.29350352)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827736.76267472, 2188803.07300214)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828470.68453562, 2188320.7952046)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827713.66619428, 2188718.95523042)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827730.47613443, 2188769.29014668)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827696.82843967, 2188657.63092597)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827691.60756595, 2188638.61655856)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827737.48047518, 2188794.80000154)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828472.42778917, 2188327.30236455)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827725.87518137, 2188763.42042031)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827718.38440696, 2188736.13896673)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828468.76694416, 2188313.63724626)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828458.9729262, 2188277.0790335)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827701.30339234, 2188673.92899874)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827732.96866434, 2188789.25525264)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827687.3677293, 2188623.1747335)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827705.48645492, 2188689.16406764)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827734.0836269, 2188782.42890017)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827683.2980702, 2188608.3530512)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827722.32438017, 2188750.48826104)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827687.52610224, 2188612.86455332)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828475.53399085, 2188338.89677077)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1828134.26426314, 2187089.15741858)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828121.77840244, 2187043.62454906)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1828140.74182274, 2187112.78009261)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828129.8108118, 2187072.91678825)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1828139.28440931, 2187107.46504305)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828116.53150202, 2187024.49005592)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1828135.72167563, 2187094.47246891)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1828132.80674303, 2187083.84227681)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828128.59618378, 2187068.48744133)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828124.58012455, 2187053.84138933)",CentralPark
Gleditsia triacanthos var. inermis , Thornless honeylocust,2016,NA,"c(1828098.86365527, 2186960.05902005)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828123.15492082, 2187048.64439688)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1828134.99290806, 2187091.81492933)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828115.43031274, 2187020.4741827)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1828138.55570269, 2187104.80751818)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828117.90800479, 2187029.50996682)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1828140.01317727, 2187110.12258231)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828120.35335117, 2187038.42746042)",CentralPark
Platanus x acerifolia , London planetree,2016,NA,"c(1828133.5355104, 2187086.49981656)",CentralPark
Gleditsia triacanthos var. inermis , Thornless honeylocust,2016,NA,"c(1828094.16725545, 2186942.93236106)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828119.15497508, 2187034.05734123)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828125.98892611, 2187058.97924842)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828127.41405438, 2187064.17628834)",CentralPark
Tilia cordata , littleleaf linden,2016,NA,"c(1828130.99297094, 2187077.22781628)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827286.62497117, 2187151.52646835)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827671.41168919, 2188550.87449033)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827747.00760836, 2188825.84012683)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827084.72425845, 2186413.74156636)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827872.94797233, 2189304.48943827)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827667.21992026, 2188535.49418116)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827451.97842461, 2187767.03489052)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827302.97245563, 2187212.53831165)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827457.88775014, 2187788.85121709)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827159.52827346, 2186684.39538296)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827398.72665668, 2187555.60662595)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827801.73288364, 2189044.36002113)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827333.10421858, 2187332.67937453)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827113.61817005, 2186517.23495173)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828227.93711769, 2187439.13685898)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828660.3770656, 2189006.0528896)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828578.20415059, 2188718.3004144)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1827683.41270264, 2188596.20836447)",CentralPark
Tilia americana , American basswood,2016,NA,"c(1827326.32013979, 2187285.47394488)",CentralPark
Tilia americana , American basswood,2016,NA,"c(1827328.18553069, 2187290.71107126)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828596.4985543, 2188783.10949196)",CentralPark
Ulmus americana , American elm,2016,NA,"c(1828746.84582229, 2189315.95553942)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827068.368931, 2186357.16709983)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827092.84390942, 2186440.61657627)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827049.50628059, 2186284.59591629)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827037.98727743, 2186250.49139688)",CentralPark
Quercus palustris 'Green Pillar' , 'Green Pillar' Pin oak,2016,NA,"c(1827290.25533386, 2187176.64806521)",CentralPark
Quercus palustris , pin oak,2016,NA,"c(1827233.68008282, 2186966.8208752)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827466.12446654, 2187816.45875351)",CentralPark
Ulmus americana , American elm,2015,NA,"c(1828742.70030459, 2189312.3453385)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827267.95669516, 2187092.27185124)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827029.17597425, 2186219.64515901)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827458.10935087, 2187787.22543106)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827052.17741289, 2186303.91905409)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827100.59924362, 2186481.32811683)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827480.04979351, 2187867.24810625)",CentralPark
Ulmus americana , American elm,2015,NA,"c(1827674.93717582, 2188564.83590789)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827096.42297261, 2186466.02719727)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827509.08247773, 2187973.13784113)",CentralPark
Ulmus americana , American elm,2015,NA,"c(1827662.33743078, 2188519.91081258)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827488.58313976, 2187898.37123593)",CentralPark
Quercus palustris , pin oak,2015,NA,"c(1827128.6962601, 2186584.27022238)",CentralPark
